City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name,,,,,,,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
572,Champerico,GT,86.54,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante""",,,,,,,Champerico,GT,86.54,scattered clouds,14.3,-91.9167
575,Petatlan,MX,82.2,few clouds,17.5167,-101.2667,Hotel California Petatlán,,,,,,,Petatlan,MX,82.2,few clouds,17.5167,-101.2667
580,Monte Alegre,BR,81.14,overcast clouds,-2.0078,-54.0692,Hotel Shekinah,,,,,,,Monte Alegre,BR,81.14,overcast clouds,-2.0078,-54.0692
586,Qiongshan,CN,76.98,clear sky,20.0058,110.3542,Sun City Restaurant,,,,,,,Qiongshan,CN,76.98,clear sky,20.0058,110.3542
587,Itagi,BR,81.82,broken clouds,-14.1628,-40.0061,Pousada Itagi,,,,,,,Itagi,BR,81.82,broken clouds,-14.1628,-40.0061
588,Port Keats,AU,79.75,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp),,,,,,,Port Keats,AU,79.75,scattered clouds,-14.25,129.55
590,Cururupu,BR,82.92,moderate rain,-1.8283,-44.8683,POUSADA TRAVÉS'CIA,,,,,,,Cururupu,BR,82.92,moderate rain,-1.8283,-44.8683
591,Mattru,SL,87.44,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District",,,,,,,Mattru,SL,87.44,light rain,7.6244,-11.8332
605,Bosaso,SO,85.05,broken clouds,11.2842,49.1816,Red Sea Hotel,,,,,,,Bosaso,SO,85.05,broken clouds,11.2842,49.1816
606,Sorong,ID,79.84,light rain,-0.8833,131.25,Waigo Splash Hotel,,,,,,,Sorong,ID,79.84,light rain,-0.8833,131.25
609,Quang Ngai,VN,76.28,broken clouds,15.1167,108.8,Central Hotel,,,,,,,Quang Ngai,VN,76.28,broken clouds,15.1167,108.8
611,Port-Gentil,GA,84.16,few clouds,-0.7193,8.7815,Fengshui Residence,,,,,,,Port-Gentil,GA,84.16,few clouds,-0.7193,8.7815
613,Ribeira Brava,PT,76.71,clear sky,32.65,-17.0667,Hotel do Campo,,,,,,,Ribeira Brava,PT,76.71,clear sky,32.65,-17.0667
615,Ocos,GT,87.98,scattered clouds,14.5094,-92.1933,Auto Hotel El Soñador,,,,,,,Ocos,GT,87.98,scattered clouds,14.5094,-92.1933
624,Bambari,CF,81.75,overcast clouds,5.768,20.6757,Hotel-Restaurant BIBICH,,,,,,,Bambari,CF,81.75,overcast clouds,5.768,20.6757
625,Denpasar,ID,80.26,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2,,,,,,,Denpasar,ID,80.26,few clouds,-8.65,115.2167
634,Dawlatabad,AF,84.09,broken clouds,36.4141,64.9053,WASIM ASGAR KHAN,,,,,,,Dawlatabad,AF,84.09,broken clouds,36.4141,64.9053
637,Katobu,ID,75.78,overcast clouds,-4.9408,122.5276,La Ode Husein,,,,,,,Katobu,ID,75.78,overcast clouds,-4.9408,122.5276
639,Guapo,BR,86.38,clear sky,-16.8306,-49.5319,Lar de idosos de Guapó,,,,,,,Guapo,BR,86.38,clear sky,-16.8306,-49.5319
640,Nova Soure,BR,82.45,overcast clouds,-11.2333,-38.4833,Branca Hotel,,,,,,,Nova Soure,BR,82.45,overcast clouds,-11.2333,-38.4833
643,Punta Cardon,VE,86.95,overcast clouds,11.6581,-70.215,Bambuda hotel,,,,,,,Punta Cardon,VE,86.95,overcast clouds,11.6581,-70.215
647,Katherine,AU,86.32,overcast clouds,-14.4667,132.2667,Pine Tree Motel,,,,,,,Katherine,AU,86.32,overcast clouds,-14.4667,132.2667
650,Nha Trang,VN,77,overcast clouds,12.25,109.1833,Hanoi Golden Hotel,,,,,,,Nha Trang,VN,77,overcast clouds,12.25,109.1833
654,Kudahuvadhoo,MV,85.75,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives,,,,,,,Kudahuvadhoo,MV,85.75,overcast clouds,2.6708,72.8944
655,Mouila,GA,77.02,overcast clouds,-1.8685,11.0559,Hôtel du Lac Bleu,,,,,,,Mouila,GA,77.02,overcast clouds,-1.8685,11.0559
658,Puerto Escondido,MX,86.83,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa,,,,,,,Puerto Escondido,MX,86.83,clear sky,15.85,-97.0667
661,Mumford,GH,83.16,overcast clouds,5.2618,-0.759,Spanish Villa,,,,,,,Mumford,GH,83.16,overcast clouds,5.2618,-0.759
662,Codajas,BR,81.21,overcast clouds,-3.8367,-62.0569,Atlântic Hotel,,,,,,,Codajas,BR,81.21,overcast clouds,-3.8367,-62.0569
665,Mana,GF,83.77,scattered clouds,5.6592,-53.7767,LE SAMANA,,,,,,,Mana,GF,83.77,scattered clouds,5.6592,-53.7767
666,Kindu,CD,76.53,overcast clouds,-2.95,25.95,Résidence Okanda,,,,,,,Kindu,CD,76.53,overcast clouds,-2.95,25.95
669,Pilar,BR,84.13,overcast clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba,,,,,,,Pilar,BR,84.13,overcast clouds,-9.5972,-35.9567
671,Abilene,US,76.08,clear sky,32.4487,-99.7331,La Quinta Inn by Wyndham Abilene,,,,,,,Abilene,US,76.08,clear sky,32.4487,-99.7331
672,Awjilah,LY,85.96,clear sky,29.1081,21.2869,??????,,,,,,,Awjilah,LY,85.96,clear sky,29.1081,21.2869
680,Maceio,BR,85.44,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió,,,,,,,Maceio,BR,85.44,broken clouds,-9.6658,-35.7353
681,Coracao De Jesus,BR,86.88,clear sky,-16.6853,-44.365,Hotel Neves,,,,,,,Coracao De Jesus,BR,86.88,clear sky,-16.6853,-44.365
685,Matay,EG,85.68,clear sky,28.419,30.7792,Nag Aespen,,,,,,,Matay,EG,85.68,clear sky,28.419,30.7792
686,Morondava,MG,77.38,clear sky,-20.2833,44.2833,La Case Bambou,,,,,,,Morondava,MG,77.38,clear sky,-20.2833,44.2833
689,Santiago De Cuba,CU,80.71,few clouds,20.0247,-75.8219,Cubanacan San Felix,,,,,,,Santiago De Cuba,CU,80.71,few clouds,20.0247,-75.8219
692,Gondar,ET,75.51,broken clouds,12.6,37.4667,L Shape Hotel,,,,,,,Gondar,ET,75.51,broken clouds,12.6,37.4667
693,Bac Lieu,VN,82.63,overcast clouds,9.285,105.7244,Khách s?n Sài Gòn B?c Liêu,,,,,,,Bac Lieu,VN,82.63,overcast clouds,9.285,105.7244
